question_id,topic,difficulty,question,gold_answer,generated_answer,gold_article_keys,retrieved_article_keys,retrieved_citations,token_f1,rouge_l,retrieval_gold_available,citation_present,citation_gold_match,grounded_citation_score,error_type_auto
Q112,İş Hukuku,medium,Ev hizmetlerinde çalışanlar İş Kanunu kapsamında mıdır?,"Ev hizmetlerinde yapılan işler, kural olarak İş Kanunu kapsamı dışındadır.","1. **Kısa cevap:**  
Ev hizmetlerinde çalışanlar genellikle İş Kanunu kapsamında değildir.

2. **Şartlar / açıklama:**  
Ev hizmetlerinde çalışanlar, 4857 sayılı İş Kanunu'nun 4. maddesine göre bu Kanun kapsamına alınmamıştır. Ancak, bu durum ev hizmetlerinde çalışanların tamamen hukuki korumadan mahrum olduğunu göstermez. Örneğin, sosyal sigorta kapsamında değerlendirilmeleri durumunda, 5510 sayılı Sosyal Sigortalar ve Genel Sağlık Sigortası Kanunu'na tabi olabilirler. Ayrıca, ev hizmetlerinde çalışanlarla ilgili özel düzenlemeler veya mahkeme kararları da hukuki durumları etkileyebilir.

3. **Dayanak maddeler:**  
- **İŞ KANUNU m.4:** Ev hizmetlerinde çalışanlar bu Kanun kapsamında değildir.  
- **İŞ SAĞLIĞI VE GÜVENLİĞİ KANUNU m.2:** Ev hizmetleri bu Kanun kapsamında değildir.  
- **SOSYAL SİGORTALAR VE GENEL SAĞLIK SİGORTASI KANUNU m.6:** Ev hizmetlerinde çalışanlar, belirli şartlar çerçevesinde sosyal sigorta kapsamında değerlendirilebilir.

4. **Not / sınırlılık:**  
Ev hizmetlerinde çalışanlar genellikle İş Kanunu kapsamı dışında tutulsa da, sosyal sigorta, iş sağlığı ve güvenliği dışındaki hukuki düzenlemelerle ilgili özel hükümler veya mahkeme kararları da bu kişilerin hukuki durumunu etkileyebilir. Bu cevap yalnızca verilen mevzuat bağlamına dayanmaktadır.",1_5_4857_MADDE_4,1_5_4857_MADDE_4; 1_5_2828_MADDE_16; 1_5_4857_MADDE_2; 1_5_5510_MADDE_6; 1_5_6331_MADDE_2; 1_5_4857_MADDE_111; 1_5_7330_MADDE_7; 1_5_4857_MADDE_110; 1_3_6772_MADDE_1; 1_5_7036_MADDE_5,İŞ KANUNU m.4 | SOSYAL HİZMETLER KANUNU m.16 | İŞ KANUNU m.2 | SOSYAL SİGORTALAR VE GENEL SAĞLIK SİGORTASI KANUNU m.6 | İŞ SAĞLIĞI VE GÜVENLİĞİ KANUNU m.2 | İŞ KANUNU m.111 | MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ HAKKINDA KANUN m.7 | İŞ KANUNU m.110 | DEVLET VE ONA BAĞLI MÜESSESELERDE ÇALIŞAN İŞÇİLERE İLAVE TEDİYE YAPILMASI VE 6452 SAYILI KANUNLA 6212 SAYILI KANUNUN 2 NCİ MADDESİNİN KALDIRILMASI HAKKINDA KANUN m.1 | İŞ MAHKEMELERİ KANUNU m.5,0.0670391061452514,0.0670391061452514,1.0,1.0,1.0,1.0,low_answer_overlap
Q163,Medeni Hukuk,easy,Erginlik hangi hâllerde kazanılır?,Erginlik on sekiz yaşın doldurulmasıyla başlar; evlenme de kişiyi ergin kılar.,"1. **Kısa cevap**  
Erginlik, 18 yaşının doldurulmasıyla kazanılır. Ayrıca evlenme ile de erginlik kazanılır. 15 yaşını doldurmuş küçükler, kendi isteği ve velisinin rızasıyla mahkeme kararıyla da ergin kılınabilir.

2. **Şartlar / açıklama**  
- **18 yaşını doldurmak**, herkes için otomatik olarak erginlik anlamına gelir.  
- **Evlenmek**, her yaşta kişiye erginlik statüsü verir.  
- **15 yaşını doldurmuş küçükler**, kendi istekleriyle ve velisinin rızasıyla mahkeme kararıyla da ergin kılınabilir. Bu durumda erginlik mahkeme kararıyla kazanılır.

3. **Dayanak maddeler**  
- TÜRK MEDENİ KANUNU m.11  
- TÜRK MEDENİ KANUNU m.12  
- TÜRK MEDENİ KANUNU m.153  

4. **Not / sınırlılık**  
- Evlenme ile erginlik kazanılması, 18 yaşını doldurmamış kişiler için de geçerlidir.  
- Mahkeme kararıyla ergin kılınma sadece 15 yaşını doldurmuş kişiler için mümkündür ve velinin rızası gerekir.  
- Bağlamda sadece bu durumlar yer aldığı için, başka bir mevzuattan gelen ek durumlar değerlendirilmemiştir.",1_5_4721_MADDE_11,1_5_4721_MADDE_11; 1_5_4721_MADDE_12; 1_5_4721_MADDE_153; 1_5_5901_MADDE_20; 1_5_4721_MADDE_10; 1_5_4721_MADDE_313; 1_5_4721_MADDE_408; 1_5_4721_MADDE_470; 1_5_5510_MADDE_19; 1_5_5510_MADDE_17,TÜRK MEDENİ KANUNU m.11 | TÜRK MEDENİ KANUNU m.12 | TÜRK MEDENİ KANUNU m.153 | TÜRK VATANDAŞLIĞI KANUNU m.20 | TÜRK MEDENİ KANUNU m.10 | TÜRK MEDENİ KANUNU m.313 | TÜRK MEDENİ KANUNU m.408 | TÜRK MEDENİ KANUNU m.470 | SOSYAL SİGORTALAR VE GENEL SAĞLIK SİGORTASI KANUNU m.19 | SOSYAL SİGORTALAR VE GENEL SAĞLIK SİGORTASI KANUNU m.17,0.0714285714285714,0.0714285714285714,1.0,1.0,1.0,1.0,low_answer_overlap
Q012,Borçlar Hukuku,easy,Cezai şartın fahiş (aşırı) olması durumunda hakimin müdahale yetkisi nedir?,"Cezai şart fahiş ise hâkim, istem üzerine veya şartları varsa kendiliğinden indirim yapabilir. İndirim, dürüstlük kuralı ve somut olayın özellikleri gözetilerek belirlenir.","1. **Kısa cevap:**  
Hakim, cezai şartın aşırı (fahiş) olduğunu gördüğü durumlarda, bu şartı kendiliğinden indirme yetkisine sahiptir.

2. **Şartlar / açıklama:**  
Taraflar, sözleşmelerde ceza şartlarını serbestçe belirleyebilirler. Ancak, bu şartlar aşırı veya hakkaniyete aykırı bulunursa, hakim müdahale ederek cezayı indirgeyebilir. Bu durumda, ceza şartının aşırı olması hakimin kendiliğinden müdahalesini gerekli kılar.

3. **Dayanak maddeler:**  
- **TÜRK BORÇLAR KANUNU m.182**  
- **TÜRK BORÇLAR KANUNU m.525**

4. **Not / sınırlılık:**  
Bu hükümler, genellikle tüzük hukuku ve sözleşmeler bağlamında geçerlidir. Cezai şartın aşırı olması durumunda hakimin müdahalesi, genellikle tüzük mahkemelerinde (borçlar, medeni hukuk) söz konusudur. Ceza hukuku mahkemelerinde bu tür bir müdahale yetkisi doğrudan bu bağlamda yer almamaktadır.",1_5_6098_MADDE_182,1_5_6098_MADDE_182; 1_5_6098_MADDE_525; 1_5_6102_MADDE_1301; 1_5_5271_MADDE_21; 1_5_4721_MADDE_200; 1_5_5271_MADDE_309; 1_5_5271_MADDE_30; 1_5_5237_MADDE_61; 1_5_5271_MADDE_203; 1_5_5271_MADDE_251,TÜRK BORÇLAR KANUNU m.182 | TÜRK BORÇLAR KANUNU m.525 | TÜRK TİCARET KANUNU m.1301 | CEZA MUHAKEMESİ KANUNU m.21 | TÜRK MEDENİ KANUNU m.200 | CEZA MUHAKEMESİ KANUNU m.309 | CEZA MUHAKEMESİ KANUNU m.30 | TÜRK CEZA KANUNU m.61 | CEZA MUHAKEMESİ KANUNU m.203 | CEZA MUHAKEMESİ KANUNU m.251,0.0787401574803149,0.0787401574803149,1.0,1.0,1.0,1.0,low_answer_overlap
Q061,Borçlar Hukuku,medium,Sözleşmede hata nedeniyle iptal hakkının doğması için hangi şart gerekir?,Hatanın esaslı olması gerekir. Esaslı olmayan hata sözleşmenin iptalini sağlamaz.,"1. **Kısa cevap**  
Sözleşmede hata nedeniyle iptal hakkının doğması için sözleşmenin esaslı bir yanılma sonucu kurulmuş olması gerekir.

2. **Şartlar / açıklama**  
Esaslı yanılma, taraflardan birinin kurulmasını istediği sözleşmeden başka bir sözleşme için iradesini açıklamış olması, ya da yanlış kişiyle veya yanlış konuyla sözleşme yapmış olması gibi durumları kapsar. Basit hesap hataları veya saikte yanılma, esaslı yanılma sayılmaz. Yanılma, taraflardan birinin bilinmeyen bir durumda veya yanlış yönlendirilerek sözleşmeye dahil olması halinde iptal hakkı doğurabilir. Ancak, yanılma tarafların bilinmesiyle veya onaylanmasıyla iptal hakkını kaybeder.

3. **Dayanak maddeler**  
- TÜRK BORÇLAR KANUNU m.30  
- TÜRK BORÇLAR KANUNU m.31  
- TÜRK BORÇLAR KANUNU m.32  
- TÜRK BORÇLAR KANUNU m.33  
- TÜRK BORÇLAR KANUNU m.39  

4. **Not / sınırlılık**  
Bağlamda yer alan mevzuat, iptal hakkının doğabilmesi için esaslı bir yanılmanın olması gerektiğini belirtir. Ancak, iptal hakkının zaman aşımına uğraması veya tarafların sözleşmeyi onamış sayılması durumlarında bu haklar sınırlanabilir.",1_5_6098_MADDE_30,1_5_6098_MADDE_617; 1_5_6098_MADDE_30; 1_5_6102_MADDE_1301; 1_5_6098_MADDE_31; 1_5_6098_MADDE_39; 1_5_6098_MADDE_33; 1_5_6098_MADDE_437; 1_5_6102_MADDE_1449; 1_5_6098_MADDE_435; 1_5_6098_MADDE_32,TÜRK BORÇLAR KANUNU m.617 | TÜRK BORÇLAR KANUNU m.30 | TÜRK TİCARET KANUNU m.1301 | TÜRK BORÇLAR KANUNU m.31 | TÜRK BORÇLAR KANUNU m.39 | TÜRK BORÇLAR KANUNU m.33 | TÜRK BORÇLAR KANUNU m.437 | TÜRK TİCARET KANUNU m.1449 | TÜRK BORÇLAR KANUNU m.435 | TÜRK BORÇLAR KANUNU m.32,0.0789473684210526,0.0526315789473684,1.0,1.0,1.0,1.0,low_answer_overlap
Q133,Borçlar Hukuku,medium,Susma kural olarak kabul anlamına gelir mi?,Kural olarak susma kabul sayılmaz; ancak kanun veya işin niteliği yahut durumun özellikleri gerektiriyorsa sonuç farklı olabilir.,"1. **Kısa cevap:**  
Susma, kural olarak kabul anlamına gelmez.

2. **Şartlar / açıklama:**  
Türk hukukunda, genel kural olarak bir tarafın susması veya sessiz kalmak suretiyle bir kabulde bulunduğu varsayılabilir; ancak bu durum, sözleşmelerin doğuşu ve hukuk muhakemeleri kanunları çerçevesinde belirli şartlara bağlıdır. Sözleşmelerde kabul, açık ve net bir şekilde ifade edilmelidir. Susma yalnızca özel durumlarda ve şartlara bağlı olarak kabul olarak değerlendirilebilir. Örneğin, bir önerinin reddedilmesi gerekirken reddedilmemesi durumunda, öneri kabul edilmiş sayılabilir. Ancak bu durumda da kanun, açık bir kabulün gerekli olduğu durumlarla birlikte, örtülü kabulün de mümkün olduğu durumları ayrı ayrı düzenlemiştir.

3. **Dayanak maddeler:**  
- **Türk Borçlar Kanunu Madde 5:** ""Kabul için süre belirlenmeksizin hazır olmayan bir kişiye yapılan öneri, zamanında ve usulüne uygun olarak gönderilmiş bir yanıtın ulaşmasının beklenebileceği ana kadar, önereni bağlar.""
- **Türk Borçlar Kanunu Madde 6:** ""Öneren, kanun veya işin özelliği ya da durumun gereği açık bir kabulü beklemek zorunda değilse, öneri uygun bir sürede reddedilmediği takdirde, sözleşme kurulmuş sayılır.""
- **Türk Borçlar Kanunu Madde 10:** ""Geri alma açıklaması, diğer tarafa öneriden önce veya aynı anda ulaşmış ya da daha sonra ulaşmakla birlikte diğer tarafça öneriden önce öğrenilmiş olursa, öneri yapılmamış sayılır. Bu kural, kabulün geri alınmasında da uygulanır.""
- **Hukuk Muhakemeleri Kanunu Madde 308:** ""Kabul, davacının talep sonucuna, davalının kısmen veya tamamen muvafakat et",1_5_6098_MADDE_6,1_5_6098_MADDE_10; 1_5_6100_MADDE_308; 1_5_6098_MADDE_11; 1_5_6100_MADDE_309; 1_5_6098_MADDE_5; 1_5_6098_MADDE_6; 1_5_6102_MADDE_696; 1_5_5271_MADDE_289; 1_5_6102_MADDE_2; 1_5_4721_MADDE_1,TÜRK BORÇLAR KANUNU m.10 | HUKUK MUHAKEMELERİ KANUNU m.308 | TÜRK BORÇLAR KANUNU m.11 | HUKUK MUHAKEMELERİ KANUNU m.309 | TÜRK BORÇLAR KANUNU m.5 | TÜRK BORÇLAR KANUNU m.6 | TÜRK TİCARET KANUNU m.696 | CEZA MUHAKEMESİ KANUNU m.289 | TÜRK TİCARET KANUNU m.2 | TÜRK MEDENİ KANUNU m.1,0.0803571428571428,0.0803571428571428,1.0,1.0,1.0,1.0,low_answer_overlap
Q150,Ceza Hukuku,medium,Dava zamanaşımı ceza hukukunda hangi sonucu doğurur?,Dava zamanaşımı süresinin dolması hâlinde artık kamu davası açılamaz veya açılmış dava düşer.,"1. **Kısa cevap:**  
Dava zamanaşımı ceza hukukunda, kamu davasının düşmesine ve ceza sorumluluğunun sona ermesine neden olur.

2. **Şartlar / açıklama:**  
Dava zamanaşımı süresi dolarsa, suç işlendikten sonra belirlenen süre içinde kamu dava yetkisinin kullanılmaması durumunda, davaya son verilir ve ceza sorumluluğu ortadan kalkar. Bu durumda, sanık hakkında yeni bir dava açılamaz. Ancak, dava zamanaşımı süresi, kesme veya durdurma nedenleriyle uzayabilir veya yeniden başlayabilir.

3. **Dayanak maddeler:**  
- **TÜRK CEZA KANUNU m.66/1:** Kamu davasının zamanaşımı sürelerini ve bu sürenin dolmasının davayı düşürmesini düzenler.  
- **TÜRKİYE CUMHURİYETİ ANAYASASI m.38:** Suç ve ceza zamanaşımı ile ilgili temel ilkeyi belirtir; zamanaşımının dolması durumunda kimse cezalandırılamaz.  
- **TÜRK CEZA KANUNU m.67:** Zamanaşımının durması ve kesilmesi durumlarını düzenler.  
- **KABAHATLER KANUNU m.20/5:** Kabahatlerde dava zamanaşımının ceza hukuku ile ilişkisini açıklar.

4. **Not / sınırlılık:**  
Dava zamanaşımı süresi, suçun ciddiyetine göre değişir ve bazı özel durumlarda (örneğin, tutuklama kararı verilmesi gibi) kesilerek yeniden başlayabilir. Ayrıca, yurt dışında işlenen bazı suçlar için zamanaşımı uygulanmaz.",1_5_5237_MADDE_66,1_5_5237_MADDE_67; 1_5_5237_MADDE_65; 1_5_5237_MADDE_66; 1_5_5237_MADDE_72; 1_3_2004_MADDE_7; 1_5_477_MADDE_43; 1_5_5252_MADDE_9; 1_5_2709_MADDE_38; 1_5_5326_MADDE_20; 1_5_5237_MADDE_69,"TÜRK CEZA KANUNU m.67 | TÜRK CEZA KANUNU m.65 | TÜRK CEZA KANUNU m.66 | TÜRK CEZA KANUNU m.72 | İCRA VE İFLAS KANUNU m.7 | DİSİPLİN MAHKEMELERİ KURULUŞU, YARGILAMA USULÜ VE DİSİPLİN SUÇ VE CEZALARI HAKKINDA KANUN m.43 | TÜRK CEZA KANUNUNUN YÜRÜRLÜK VE UYGULAMA ŞEKLİ HAKKINDA KANUN m.9 | TÜRKİYE CUMHURİYETİ ANAYASASI m.38 | KABAHATLER KANUNU m.20 | TÜRK CEZA KANUNU m.69",0.0809248554913294,0.0693641618497109,1.0,1.0,1.0,1.0,low_answer_overlap
Q187,İş Hukuku,medium,Ücret alacaklarında zamanaşımı süresi ne kadardır?,Ücret alacaklarında zamanaşımı süresi beş yıldır.,"1. **Kısa cevap:**  
Ücret alacaklarında zamanaşımı süresi **beş yıldır**.

2. **Şartlar / açıklama:**  
Ücret alacakları, Türk Borçlar Kanunu'nun genel 10 yıllık zamanaşımı süresinden (Madde 146) farklı olarak, İş Kanunu'nda özel olarak beş yıl olarak düzenlenmiştir. Bu süre, ücretin ödenmesi gereken tarihten itibaren başlar.

3. **Dayanak maddeler:**  
- **İŞ KANUNU m.32:** ""Ücret alacaklarında zamanaşımı süresi beş yıldır.""  
- **TÜRK BORÇLAR KANUNU m.146:** ""Kanunda aksine bir hüküm bulunmadıkça, her alacak on yıllık zamanaşımına tabidir.""  
- **TÜRK BORÇLAR KANUNU m.147:** ""Kira bedelleri, anapara faizleri ve ücret gibi diğer dönemsel edimler için beş yıllık zamanaşımı uygulanır.""

4. **Not / sınırlılık:**  
İş Kanunu'nda ücret alacakları için beş yıllık zamanaşımı süresi özel olarak düzenlenmiştir. Bu süre, genel zamanaşımı sürelerinden (örneğin 10 yıl) farklı olarak geçerlidir. Ancak, ücretin doğuşuna ilişkin özel durumlar (örneğin iş sözleşmesinin sona ermesi gibi) zamanaşımının başlangıç tarihi üzerinde etkili olabilir.",1_5_4857_MADDE_32,1_5_6098_MADDE_147; 1_5_4857_MADDE_32; 1_5_6098_MADDE_146; 1_5_5510_MADDE_97; 1_5_5510_MADDE_93; 1_5_4857_MADDE_34; 1_3_6183_MADDE_102; 1_5_6102_MADDE_1270; 1_5_4857_MADDE_59; 1_5_6098_MADDE_150,TÜRK BORÇLAR KANUNU m.147 | İŞ KANUNU m.32 | TÜRK BORÇLAR KANUNU m.146 | SOSYAL SİGORTALAR VE GENEL SAĞLIK SİGORTASI KANUNU m.97 | SOSYAL SİGORTALAR VE GENEL SAĞLIK SİGORTASI KANUNU m.93 | İŞ KANUNU m.34 | AMME ALACAKLARININ TAHSİL USULÜ HAKKINDA KANUN m.102 | TÜRK TİCARET KANUNU m.1270 | İŞ KANUNU m.59 | TÜRK BORÇLAR KANUNU m.150,0.0816326530612244,0.0816326530612244,1.0,1.0,1.0,1.0,low_answer_overlap
Q141,Ceza Hukuku,easy,Taksir neyi ifade eder?,"Taksir, dikkat ve özen yükümlülüğüne aykırılık dolayısıyla bir davranışın suçun kanuni tanımında belirtilen neticesi öngörülmeyerek gerçekleştirilmesidir.","1. **Kısa cevap**  
Taksir, Türk Ceza Kanunu'na göre dikkat ve özen yükümlülüğüne aykırı hareket edilerek, istenen bir netice öngörülmemesine rağmen suç niteliği taşıyan bir fiilin işlenmesidir.

2. **Şartlar / açıklama**  
Taksirli suçlar, kanunun açıkça belirttiği hallerde cezalandırılır. Taksir, bilinçli veya bilinçsiz olabilir. Bilinçli taksirde, kişi neticeyi istemese de öngörmüşse, ceza artırılır. Taksirli suçlarda ceza failin kusuruna göre belirlenir ve birden fazla kişi suç işlediğinde herkes kendi kusurundan dolayı sorumlu olur. Ayrıca, taksirli hareket sonucu meydana gelen netice, failin kişisel durumu bakımından ceza verilmesini gereksiz kılacak kadar ağırsa ceza verilmeyebilir veya indirilebilir.

3. **Dayanak maddeler**  
- **TÜRK CEZA KANUNU m.22**

4. **Not / sınırlılık**  
Bu açıklama yalnızca Türk Ceza Kanunu'nun 22. maddesine dayanmaktadır. Bağlamda yer alan diğer mevzuatlar (Vergi Usul Kanunu, Devlet İhale Kanunu vb.) taksir kavramı ile ilgili değildir.",1_5_5237_MADDE_22,1_5_5237_MADDE_22; 1_5_5237_MADDE_89; 1_4_213_MADDE_309; 1_4_213_MADDE_267; 1_5_2886_MADDE_9; 1_4_213_MADDE_186; 1_4_213_MADDE_74; 1_4_213_MADDE_258; 1_4_213_MADDE_30; 1_5_5738_MADDE_6,TÜRK CEZA KANUNU m.22 | TÜRK CEZA KANUNU m.89 | VERGİ USUL KANUNU m.309 | VERGİ USUL KANUNU m.267 | DEVLET İHALE KANUNU m.9 | VERGİ USUL KANUNU m.186 | VERGİ USUL KANUNU m.74 | VERGİ USUL KANUNU m.258 | VERGİ USUL KANUNU m.30 | SPOR MÜSABAKALARINA DAYALI SABİT İHTİMALLİ VE MÜŞTEREK BAHİS OYUNLARININ ÖZEL HUKUK TÜZEL KİŞİLERİNE YAPTIRILMASI HAKKINDA KANUN m.6,0.0821917808219178,0.0821917808219178,1.0,1.0,1.0,1.0,low_answer_overlap
Q136,Borçlar Hukuku,medium,Alacağın devri için geçerlilikte hangi şekil aranır?,Alacağın devrinin geçerliliği yazılı şekilde yapılmasına bağlıdır.,"1. **Kısa cevap**  
Alacağın devrinin geçerliliği genel olarak yazılı şekilde yapılması şartına bağlıdır.

2. **Şartlar / açıklama**  
Türk Borçlar Kanunu’nun 184. maddesine göre, alacağın devrinin geçerli olması için yazılı şekilde yapılması gerekir. Ancak bu genel kural, bazı özel durumlarda farklı şekillere tabi olabilir. Örneğin, kanun veya mahkeme kararı ile gerçekleşen devirler özel bir şekle ihtiyaç duymaz (Türk Borçlar Kanunu m. 185). Ayrıca, ticari alacaklar söz konusu olduğunda, kıymetli evraklar veya senetler üzerinden devir yapılması durumunda özel şekiller aranabilir (Türk Ticaret Kanunu m. 647).

3. **Dayanak maddeler**  
- **Türk Borçlar Kanunu m. 184**  
- **Türk Borçlar Kanunu m. 185**  
- **Türk Ticaret Kanunu m. 647**

4. **Not / sınırlılık**  
Yukarıdaki cevap genel alacak devirlerine uygulanır. Ticari alacaklar, ipotekli alacaklar veya kıymetli evraklar söz konusu olduğunda, devirlerin geçerliliği için ek özel şekiller aranabilir. Bu durumlarda ilgili özel mevzuata (örneğin Türk Ticaret Kanunu) bakılması gerekir.",1_5_6098_MADDE_184,1_5_6098_MADDE_184; 1_5_4721_MADDE_917; 1_5_6098_MADDE_185; 1_5_6102_MADDE_1038; 1_5_4721_MADDE_891; 1_5_4721_MADDE_706; 1_5_6098_MADDE_191; 1_5_6098_MADDE_183; 1_5_6098_MADDE_205; 1_5_6102_MADDE_647,TÜRK BORÇLAR KANUNU m.184 | TÜRK MEDENİ KANUNU m.917 | TÜRK BORÇLAR KANUNU m.185 | TÜRK TİCARET KANUNU m.1038 | TÜRK MEDENİ KANUNU m.891 | TÜRK MEDENİ KANUNU m.706 | TÜRK BORÇLAR KANUNU m.191 | TÜRK BORÇLAR KANUNU m.183 | TÜRK BORÇLAR KANUNU m.205 | TÜRK TİCARET KANUNU m.647,0.0827586206896551,0.0827586206896551,1.0,1.0,1.0,1.0,low_answer_overlap
Q138,Borçlar Hukuku,medium,Takas hangi şartlarda ileri sürülebilir?,"İki kişi karşılıklı olarak aynı cinsten muaccel alacaklara sahip ise, takas yasağı bulunmadıkça taraflardan her biri borcunu alacağıyla takas edebilir.","**Cevap:**

1. **Kısa cevap:**  
Takas, karşılıklı borçların muaccel olması, borçlunun takas iradesini alacaklıya bildirmesi ve bazı özel durumlarda alacaklının rızası gibi şartlara bağlı olarak ileri sürülebilir.

2. **Şartlar / açıklama:**  
- Takas, karşılıklı olarak bir miktar para veya özdeş diğer edimlerin birbirine borçlu olduğu durumlarda ileri sürülebilir.  
- Her iki borç da muaccel (ödenebilir) olmalıdır.  
- Alacaklardan biri çekişmeli olsa bile takas ileri sürülebilir.  
- Takas edilecek alacak, zamanaşımına uğramamış olmalıdır.  
- Takas, borçlunun takas iradesini alacaklıya bildirmesiyle gerçekleşir.  
- Bazı özel alacaklar (tevdi edilmiş eşyanın geri verilmesi, haksız olarak alınan eşya, nafaka, işçi ücreti gibi) yalnızca alacaklının rızasıyla takas edilebilir.  
- İflas durumlarında da takasın yapılamayacağı bazı özel haller mevcuttur.

3. **Dayanak maddeler:**  
- **TÜRK BORÇLAR KANUNU m.139**  
- **TÜRK BORÇLAR KANUNU m.143**  
- **TÜRK BORÇLAR KANUNU m.144**  
- **İCRA VE İFLAS KANUNU m.200**

4. **Not / sınırlılık:**  
- Takas, karşılıklı borçların özdeş ve muaccel olması durumunda mümkündür.  
- Özel niteliği olan alacaklar yalnızca alacaklının rızasıyla takas edilebilir.  
- İflas durumlarında takasın yapılamayacağı bazı hukuki sınırlamalar vardır.  
- Takas ileri sürülebilmesi için borçlunun alacaklıya takas iradesini bildirmesi gerekir.",1_5_6098_MADDE_139,1_5_6098_MADDE_139; 1_5_6098_MADDE_143; 1_5_6098_MADDE_144; 1_3_2004_MADDE_200; 1_5_6098_MADDE_140; 1_5_6098_MADDE_138; 1_5_6100_MADDE_115; 1_5_6098_MADDE_10; 1_5_6098_MADDE_252; 1_5_6098_MADDE_276,TÜRK BORÇLAR KANUNU m.139 | TÜRK BORÇLAR KANUNU m.143 | TÜRK BORÇLAR KANUNU m.144 | İCRA VE İFLAS KANUNU m.200 | TÜRK BORÇLAR KANUNU m.140 | TÜRK BORÇLAR KANUNU m.138 | HUKUK MUHAKEMELERİ KANUNU m.115 | TÜRK BORÇLAR KANUNU m.10 | TÜRK BORÇLAR KANUNU m.252 | TÜRK BORÇLAR KANUNU m.276,0.0837696335078534,0.06282722513089,1.0,1.0,1.0,1.0,low_answer_overlap
Q094,Medeni Hukuk,medium,Evlilik birliğinin sarsılması sebebiyle boşanmaya karar verilebilmesi için hangi temel ölçüt aranır?,Ortak hayatın sürdürülmesi eşlerden beklenemeyecek derecede evlilik birliği temelinden sarsılmış olmalıdır.,"1. **Kısa cevap**  
Evlilik birliğinin sarsılması sebebiyle boşanmaya karar verilebilmesi için temel ölçüt, **ortak hayatın devamında eşlerden biri için artık anlamlı bir yarar kalmamış olmasıdır**.

2. **Şartlar / açıklama**  
Evlilik birliğinin temelinden sarsılmış sayılması için aşağıdaki şartlar aranır:  
- Ortak hayatın devamı, eşlerden biri için artık anlamlı bir yarar sağlamıyor.  
- Eşlerin birlikte başvurması ya da bir eşin diğerinin davasını kabul etmesi hâlinde, evlilik birliği temelinden sarsılmış sayılır.  
- Hâkim, tarafları bizzat dinleyerek iradelerinin serbestçe açıklandığına kanaat getirmeli ve boşanmanın malî sonuçları ile çocukların durumu hususunda taraflarca kabul edilecek bir düzenlemeyi uygun bulmalıdır.  
- Hâkim, tarafların ve çocukların menfaatlerini göz önünde bulundurarak anlaşmada gerekli gördüğü değişiklikleri yapabilir.  
- Bu değişikliklerin taraflarca da kabul edilmesi gerekir.

3. **Dayanak maddeler**  
- **TÜRK MEDENİ KANUNU m.166**

4. **Not / sınırlılık**  
Bu madde, evlilik birliğinin sarsılması sebebiyle boşanma davalarında temel dayanak maddedir. Diğer maddeler (örneğin, terk, akıl hastalığı, küçük düşürücü davranış vb.) farklı boşanma sebeplerini düzenler ve bu soruya doğrudan yanıt vermez.",1_5_4721_MADDE_166,1_5_4721_MADDE_166; 1_5_4721_MADDE_165; 1_5_4721_MADDE_164; 1_5_4721_MADDE_195; 1_5_4721_MADDE_163; 1_5_4721_MADDE_170; 1_5_4721_MADDE_197; 1_5_4721_MADDE_162; 1_5_4721_MADDE_188; 1_5_4721_MADDE_149,TÜRK MEDENİ KANUNU m.166 | TÜRK MEDENİ KANUNU m.165 | TÜRK MEDENİ KANUNU m.164 | TÜRK MEDENİ KANUNU m.195 | TÜRK MEDENİ KANUNU m.163 | TÜRK MEDENİ KANUNU m.170 | TÜRK MEDENİ KANUNU m.197 | TÜRK MEDENİ KANUNU m.162 | TÜRK MEDENİ KANUNU m.188 | TÜRK MEDENİ KANUNU m.149,0.0848484848484848,0.0848484848484848,1.0,1.0,1.0,1.0,low_answer_overlap
